"reviewId","userName","userImage","content","score","thumbsUpCount","reviewCreatedVersion","at","replyContent","repliedAt","appVersion"
"e4befe00-7780-41b3-b439-ef524c524e47","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Great site for networking with fellow professionals","5","0","4.1.987","2024-10-01 11:47:01","","","4.1.987"
"06d57dce-00ac-405b-b838-d58ebcbe1329","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Best app for networking","5","0","4.1.987","2024-10-01 11:46:36","","","4.1.987"
"f57632f3-7739-40bd-b3ad-5fe7069ca655","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Best app 💯","5","0","4.1.985.1","2024-10-01 11:40:58","","","4.1.985.1"
"5f5ea964-0bb5-4534-a172-2a6d6e6481b6","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Useful","5","0","4.1.987","2024-10-01 11:36:14","","","4.1.987"
"e877c0d5-4999-4a39-b972-e8adc07125c4","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","The recommendation feature is broken in the LinkedIn mobile app. Every time I try to recommend someone, the link doesn't work and I have to switch to Chrome to complete the process. This is inconvenient and needs to be fixed as soon as possible. Please resolve this issue to improve the user experience for mobile app users.","2","19","4.1.987","2024-10-01 11:35:06","","","4.1.987"
"cbd44941-3bbd-44ab-a333-a882e5bc08ac","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Great","5","0","4.1.987","2024-10-01 11:29:22","","","4.1.987"
"c88de768-421d-4dbe-ab77-12315e82271b","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Unable to login show kar raha hai !! Bakwass","1","0","4.1.987","2024-10-01 11:25:31","","","4.1.987"
"e176bd38-6d14-49e1-ac28-754872b646ce","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Thanks, it resolved ... And just expressing a good time at linkedin.","5","0","4.1.985.1","2024-10-01 11:23:59","Thanks for taking the time to review the LinkedIn app. We're sorry to hear you're experiencing this. Can you try to uninstall and reinstall the app? We've found this works for most. If you're still seeing the issue, please email us at https://lnkd.in/gu4upfkp so we can take a closer look. -NB","2024-04-21 23:07:52","4.1.985.1"
"e27072cc-4606-46e6-849a-fc9f5582c315","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Excellent","5","0","","2024-10-01 11:12:26","","",""
"e8f4fa6c-c0a5-49f3-8fab-08d719447bdf","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Great app to get and post job and networking","5","0","4.1.987","2024-10-01 11:08:12","","","4.1.987"
"da0e6956-fa7c-4191-9fde-7b0a6eb967a4","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Excellent App","5","0","4.1.987","2024-10-01 11:05:59","","","4.1.987"
"516f9060-c9c0-45f5-b9d3-b082f2e1cb75","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Great Experience","5","0","4.1.987","2024-10-01 10:57:57","","","4.1.987"
"8a93e6b3-a03d-4bee-af93-a6c3460925d4","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Usefull","5","0","4.1.985.1","2024-10-01 10:54:19","","","4.1.985.1"
"8cac9c69-5f20-4a5f-be91-437bd4d21bd3","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","I haven't had time to use it it keeps disappearing","1","0","","2024-10-01 10:52:01","","",""
"84a693e3-f9df-43d6-9181-6ab120d49be6","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Very nice 👍","5","0","4.1.987","2024-10-01 10:49:55","","","4.1.987"
"b7a1c966-ae12-4b3a-8952-c95eb033a497","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Nice apps","5","0","1.0.0","2024-10-01 10:46:05","","","1.0.0"
"2eb4bfef-2a77-43d8-a933-7218f8a90b13","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","This is aap is good for the industry level connection and help to get a job.","5","0","4.1.987","2024-10-01 10:26:11","","","4.1.987"
"ea0feb6b-a6c6-4423-91da-7931305c5ee7","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","good app","5","0","4.1.987","2024-10-01 10:19:27","","","4.1.987"
"5c6ce396-95e4-4e29-9250-36007ac19732","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Exceptional Experience","5","0","4.1.987","2024-10-01 10:01:34","","","4.1.987"
"3a1cae69-4860-46b3-84e2-4d60f758c520","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Done","5","0","4.1.833.1","2024-10-01 09:57:53","","","4.1.833.1"
"0c5e5f82-b1d6-40b3-913a-cf90ca898c43","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Excellently","5","0","4.1.969","2024-10-01 09:57:03","","","4.1.969"
"6b361995-5882-4d93-85e2-6bc90ffef8dc","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Great app, very helpful","5","0","4.1.987","2024-10-01 09:49:41","","","4.1.987"
"b70d31cc-c1d6-447f-b9e1-1d5875a8e949","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Perfect","5","0","4.1.982.1","2024-10-01 09:40:40","","","4.1.982.1"
"07c91591-e815-4400-81e8-65bc43077232","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Ok","3","0","4.1.770","2024-10-01 09:39:51","","","4.1.770"
"24cff47f-df09-4ab0-9e02-117f3f800dea","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Nothing is genuine 👎🏻","1","0","4.1.987","2024-10-01 09:27:54","","","4.1.987"
"6d15d136-1110-4799-8350-4e7160478868","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Wonderful app","5","0","4.1.987","2024-10-01 09:26:52","","","4.1.987"
"547f0642-a8a5-414a-a571-78ff2c69e272","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Awesome 😎","5","0","4.1.987","2024-10-01 09:23:23","","","4.1.987"
"18eb2eb1-9fbb-43b2-9cde-2d43d3c1be4f","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Population of India is around 140 crores Let's say LinkedIn is used by by 2% of our population which is still a huge number. You get such a huge network of professionals in just one app. Network with as many people as possible. The opportunities are endless. Meeting new people talking with them has gotten so much easier now.","1","11","4.1.987","2024-10-01 09:21:23","","","4.1.987"
"b651826c-10e2-4de2-a187-d22e93a1a595","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","very good platform","5","0","4.1.985.1","2024-10-01 09:19:26","","","4.1.985.1"
"c3e796c3-ee1f-4817-988f-292642154fc4","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Best for business","5","0","4.1.969","2024-10-01 09:14:27","","","4.1.969"
"022f0dd1-e4e4-43a2-bc95-fadc6accf2bd","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","That's cool","4","0","4.1.987","2024-10-01 09:07:58","","","4.1.987"
"671542d5-c096-4f2d-9a19-e6cb89b8ab6f","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Great App","5","0","4.1.974","2024-10-01 08:58:12","","","4.1.974"
"84aca2be-5642-4118-9d9b-8dbc21c31ba6","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Have come to enjoy it.","5","0","4.1.987","2024-10-01 08:58:08","","","4.1.987"
"362a9312-9a7c-4143-b09e-36a90906596d","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","abdi jamac","5","0","1.0.0","2024-10-01 08:57:55","","","1.0.0"
"8210c5d7-b983-41db-a18d-efcfb48049f8","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Very good","4","0","","2024-10-01 08:57:15","","",""
"b35fd186-0051-47d7-8287-ece51792c477","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Awesome","5","0","","2024-10-01 08:55:42","","",""
"5671a953-2602-43d8-9123-51b30ca1197b","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","😊😚","5","0","4.1.987","2024-10-01 08:52:17","","","4.1.987"
"9c897852-b6d1-4386-bc9c-b94e4834e930","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","I am not able to login to LinkedIn account after verifying my government ID with persona. Please help me to get logged in to my LinkedIn account.","1","0","4.1.987","2024-10-01 08:44:37","","","4.1.987"
"c5a11080-4e05-428b-80b9-77912efa2f52","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Insightful, positive and a good tool to establish productive relationships.","5","0","4.1.985.1","2024-10-01 08:42:15","","","4.1.985.1"
"315434c7-099d-4826-adb6-80bbf828ea49","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Best of the best application for information on education, jobs and others. I highly recommend it for you guy's.","5","0","4.1.987","2024-10-01 08:36:42","","","4.1.987"
"333c5c7f-0cf6-4f67-977b-1c9fc3367588","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","The app wants me to do a Captcha over and over again, but it never lets me through. Therefore, I cannot use the app, even if i want to.","1","0","4.1.987","2024-10-01 08:35:40","","","4.1.987"
"5be3fa69-ae40-45c8-b78f-3a77fa54ba8a","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Exceptional experience!","5","0","","2024-10-01 08:23:19","","",""
"c1399377-81ae-4136-9b63-a6762221f356","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Very helpful.","5","0","4.1.985.1","2024-10-01 08:09:10","","","4.1.985.1"
"8a0c1c80-dcd6-4d42-8536-56d77004a238","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Just works ...","5","0","4.1.987","2024-10-01 08:05:37","","","4.1.987"
"1bffa4cc-43ea-4b34-b218-bd686558a1ce","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Been trying to do verification since yesterday night, it's just giving me problem. After solving the puzzle, it was still showing the same thing 💔. How I wish I can show the picture","1","0","","2024-10-01 07:54:21","","",""
"ec58ac26-f274-492d-9a96-bfacc5a01c56","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Good","3","0","","2024-10-01 07:45:28","","",""
"54c703b5-343b-41ec-bc74-87d357fbe9f4","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Excellent, leveraging my career","5","0","4.1.987","2024-10-01 07:37:24","","","4.1.987"
"7b62b9a2-260e-4eb4-a367-d613cb5de036","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Very good app join the group","3","0","","2024-10-01 07:24:24","","",""
"ad694d65-3987-4d2b-90e4-a8c23c3391d0","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Like this","5","0","4.1.953","2024-10-01 07:19:27","","","4.1.953"
"f79bff45-9963-4d8b-bbf3-f0821284d59f","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Very intersting","5","0","4.1.987","2024-10-01 07:04:07","","","4.1.987"
"3c1b90f1-fca9-4a4b-b069-bb37be2d554b","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Great","5","0","4.1.987","2024-10-01 07:00:36","","","4.1.987"
"eced1038-dfbf-4ca0-8cff-15693db45633","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Best app and kudos to Microsoft","5","0","4.1.987","2024-10-01 06:34:52","","","4.1.987"
"b73ff01d-c506-43dd-98d8-49bc3116ba6f","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Good platform","5","0","4.1.987","2024-10-01 06:34:42","","","4.1.987"
"2c997556-40f3-4df2-be1d-0d9ca8416c2c","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Good app","5","0","4.1.985.1","2024-10-01 06:29:02","","","4.1.985.1"
"3517e6c0-8891-4b58-9fd1-c8b005f5e03a","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","No 1 ffraud place","1","0","4.1.985.1","2024-10-01 06:12:58","","","4.1.985.1"
"5660ffbe-e8fd-44b3-8fbe-972bf02ce07c","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Best regards","5","0","4.1.821","2024-10-01 06:11:43","","","4.1.821"
"b1de26f6-c7fc-46b1-9f5f-b0136a9cfa01","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Learnt great new things !","5","0","4.1.987","2024-10-01 06:11:23","","","4.1.987"
"7ae86536-99b8-4fb5-8d61-b73051fe6c0f","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","On a slippery slope, now embedded videos for you selection you cannot hide! I don't want to see silly videos, this isn't Facebook or Instagram, don't go there, just read their reviews! It's hated Stay professional!","1","1","4.1.987","2024-10-01 06:06:30","","","4.1.987"
"b3e7fe5f-893c-4a46-aa09-5b4fddfc20f6","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","من می توانم در بخش فروش کار کنم","5","0","4.1.987","2024-10-01 06:04:35","","","4.1.987"
"62485634-be0d-4781-9f4e-19b825491439","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Good","5","0","4.1.987","2024-10-01 06:01:20","","","4.1.987"
"1fca37ff-6968-4495-8168-97febc46419c","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Excellent shares and discussions.","5","0","4.1.987","2024-10-01 05:55:20","","","4.1.987"
"e5cfc84a-c50b-4eb9-a3c5-df8f033d48d4","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","It's a very reliable and efficient service delivery app. Keep up the good work.","5","0","4.1.952","2024-10-01 05:51:36","","","4.1.952"
"d45226ec-a3df-4cd3-a0fc-34c260af05af","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","I love the great quotes and following people with great minds","5","0","","2024-10-01 05:48:07","","",""
"071233cc-7318-4c8d-824a-f2c78dd7216c","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","It is very helpful application for show an experience to connecting with professionals.","3","0","4.1.987","2024-10-01 05:37:03","","","4.1.987"
"2be74042-a80e-4764-9ac1-51f82e455a09","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Connecting people with mutual interest (employers and employees) on real time is an excellent service you offer us, we appreciate so much!","5","0","","2024-10-01 05:27:27","","",""
"4ea9e143-e738-4cb2-8fdb-eeba90948819","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Hi, I love LinkedIn so much. Please, I have been trying to sign in to my computer without success. I'm always asked to verify through the notification sent to my app. I have never received any of the notifications on my app to verify. Yes I do receive the login attempt notification on my email.","5","322","4.1.987","2024-10-01 05:12:14","","","4.1.987"
"a2f99ee7-1f12-4d4a-ac45-cfc184f6e351","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","So far so good","5","0","1.0.0","2024-10-01 05:08:18","","","1.0.0"
"37d6cc69-217d-40ae-a8cb-6a6487a83160","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","User friendly","5","0","4.1.987","2024-10-01 05:07:30","","","4.1.987"
"879c2949-f09f-44eb-a919-a8478791d082","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Decent app, though occasionally buggy with some features. For some time now on the jobs tab, when clicking on the X to hide a job from the list, it shows right back up again, so it seems something isn't working like it should be.","4","0","4.1.718.1","2024-10-01 04:57:55","","","4.1.718.1"
"06941202-a416-4460-9f51-95ff2e6a835b","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","As Harding me","1","0","4.1.863","2024-10-01 04:57:49","","","4.1.863"
"652972bd-16c7-4c46-83ba-7fcc4bf4d42e","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Best Connections","5","0","4.1.987","2024-10-01 04:57:01","","","4.1.987"
"de4447b4-63ae-4e58-b69e-d0392360dd15","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","The app is cool","2","0","4.1.987","2024-10-01 04:43:58","","","4.1.987"
"d20bbdf3-0824-4cd2-8c6e-949966b97c4a","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","I love it","5","0","4.1.987","2024-10-01 04:42:32","","","4.1.987"
"7687d67c-ab65-4d85-a8fa-c352e0b2137c","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Great","5","0","4.1.987","2024-10-01 04:39:55","","","4.1.987"
"1ba38531-951d-4423-8d95-d49d74852cd8","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Lovely application","3","0","4.1.987","2024-10-01 04:34:33","","","4.1.987"
"8f6ead32-37c3-4b9f-9279-472a33b92eae","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","💀💀💀","5","0","4.1.985.1","2024-10-01 04:34:17","","","4.1.985.1"
"58798e79-8952-492c-a825-7f0a4eaa1360","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Why I open ""My Network"" appear video instead of display my connection request.","1","0","4.1.987","2024-10-01 04:27:04","","","4.1.987"
"dc96bf24-cb05-499b-aa7a-c4df5d552d37","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","The app is auto refreshing all the time!!!","1","0","4.1.987","2024-10-01 04:22:43","","","4.1.987"
"96446bc4-5084-4a85-9429-a3934b78efe0","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Good app","5","0","4.1.987","2024-10-01 04:18:55","","","4.1.987"
"a2d29fa7-cf99-4c54-9f57-8cd00cad4a19","A Google user","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Good","5","0","4.1.987","2024-10-01 04:18:42","","","4.1.987"
